num,index,date,open,high,low,close,volume,per,pbr,roe,market_kospi_ma5_ratio,market_kospi_ma20_ratio,market_kospi_ma60_ratio,market_kospi_ma120_ratio,bond_k3y_ma5_ratio,bond_k3y_ma20_ratio,bond_k3y_ma60_ratio,bond_k3y_ma120_ratio,close_ma5,volume_ma5,close_ma5_ratio,volume_ma5_ratio,close_ma10,volume_ma10,close_ma10_ratio,volume_ma10_ratio,close_ma20,volume_ma20,close_ma20_ratio,volume_ma20_ratio,close_ma60,volume_ma60,close_ma60_ratio,volume_ma60_ratio,close_ma120,volume_ma120,close_ma120_ratio,volume_ma120_ratio,open_lastclose_ratio,high_close_ratio,low_close_ratio,close_lastclose_ratio,volume_lastvolume_ratio
187,187,20161010,33000,33780,32560,33600,25293300,9.35,1.25,14.08,0.99043238,0.995923233,0.979534573,0.977359003,0.999756069,1.000070039,0.997288833,0.998672618,33240,21285110,0.010830325,0.188309574,32424,16265140,0.03626943,0.55506193,31963,16217852.5,0.051215468,0.55959613,31577,12611159.17,0.064065617,1.005628481,29238,12879378.33,0.149189411,0.963860316,-0.032825322,0.005357143,-0.030952381,-0.015240328,-0.029068484
188,188,20161011,32000,32500,30900,30900,38427150,9.35,1.25,14.08,0.988838273,0.990006791,0.974260498,0.971687387,0.999123299,0.999100723,0.996326509,0.997619773,32964,26359920,-0.06261376,0.457787049,32378,18655375,-0.04564828,1.059843343,31887,17659617.5,-0.030953053,1.175989939,31604,13067866.67,-0.022275661,1.940583263,29278.83333,13059885,0.05536992,1.942380427,-0.047619048,0.051779935,0,-0.080357143,0.519262018
189,189,20161012,29900,30900,29880,30700,39088550,9.35,1.25,14.08,0.992353862,0.988802093,0.974029287,0.970988596,0.999294807,0.999071252,0.996281858,0.997470902,32628,31683540,-0.059090352,0.233717886,32310,21580790,-0.049829774,0.811265945,31783,19010502.5,-0.03407482,1.056155538,31622,13552510.83,-0.029156916,1.884229386,29318,13328706.67,0.047138277,1.932658883,-0.03236246,0.006514658,-0.026710098,-0.006472492,0.017211789
190,190,20161013,31000,31620,30900,31140,21864550,9.35,1.25,14.08,0.988411978,0.978814447,0.964996841,0.961420596,1.00071415,1.000573952,0.997880893,0.998978762,32092,30144820,-0.029664714,-0.274683014,32290,22896605,-0.035614741,-0.045074586,31765,19440810,-0.019675744,0.124672789,31641,13709749.17,-0.015833886,0.594817654,29361,13457380.42,0.060590579,0.624725565,0.009771987,0.015414258,-0.007707129,0.014332248,-0.440640546
191,191,20161014,30960,31760,30940,31540,14158950,9.35,1.25,14.08,0.994394793,0.980646452,0.968490617,0.964502256,1.000370642,1.00012653,0.997581021,0.998592261,31576,27766500,-0.001140106,-0.490070769,32244,23172745,-0.021833519,-0.388982617,31877,18823790,-0.010571886,-0.247816194,31660.66667,13752012.5,-0.003811248,0.029591123,29409.16667,13515052.5,0.072454734,0.047642989,-0.005780347,0.006975269,-0.019023462,0.012845215,-0.352424358
192,192,20161017,31300,32040,30760,31800,12785200,9.35,1.25,14.08,0.991203069,0.973162563,0.962035976,0.957582342,0.999936713,0.999543608,0.997102303,0.998038815,31216,25264880,0.018708355,-0.493953662,32228,23274995,-0.013280377,-0.450689463,31940,18227187.5,-0.004383219,-0.298564301,31679.66667,13772312.5,0.003798441,-0.071673693,29457.66667,13549940.83,0.079515237,-0.056438684,-0.007609385,0.00754717,-0.032704403,0.0082435,-0.097023437
193,193,20161018,31440,31900,31440,31780,10384500,9.35,1.25,14.08,0.994988027,0.974297183,0.963693665,0.958729071,0.999837278,0.999514251,0.997175721,0.998027182,31392,19656350,0.012359837,-0.471697441,32178,23008135,-0.012368699,-0.548659637,31971,17626005,-0.005974164,-0.410842105,31698.33333,13776683.33,0.002576371,-0.246226414,29506.83333,13576024.58,0.077038652,-0.235085357,-0.011320755,0.00377596,-0.010698553,-0.000628931,-0.187771799
194,194,20161019,31580,32860,31500,32500,15444550,9.35,1.25,14.08,0.999066304,0.976683287,0.96613808,0.960623281,1.000108457,0.999959335,0.99774282,0.998512601,31752,14927550,0.023557571,0.034633949,32190,23305545,0.00963032,-0.337301488,32011,17752175,0.015275999,-0.129991114,31726.66667,13904540,0.024374869,0.110755911,29564.33333,13656883.33,0.099297577,0.130898582,-0.006293266,0.011076923,-0.030769231,0.022655758,0.487269488
195,195,20161020,32520,33020,32180,32400,10330450,9.35,1.25,14.08,0.992858825,0.97006063,0.959210237,0.953071147,0.999249602,0.998811638,0.996657519,0.997334651,32004,12620730,0.012373453,-0.181469693,32048,21382775,0.010983525,-0.516879825,32039,17743245,0.011267518,-0.417781246,31752.33333,13934302.5,0.020397451,-0.258631711,29620.83333,13704655,0.093824729,-0.246208679,0.000615385,0.019135802,-0.006790123,-0.003076923,-0.331126514
196,196,20161021,32120,32260,31760,31780,10477500,9.35,1.25,14.08,0.990884321,0.966669304,0.954788552,0.947965226,0.999602112,0.999028446,0.996879678,0.99746513,32052,11884440,-0.00848621,-0.118385048,31814,19825470,-0.001068712,-0.47151316,32010,17695622.5,-0.007185255,-0.407904413,31776.66667,13965841.67,0.000104899,-0.249776687,29669.66667,13722425.42,0.071127639,-0.236468796,-0.008641975,0.015103839,-0.000629327,-0.019135802,0.014234617
197,197,20161024,31860,32160,31800,32160,9289950,9.35,1.25,14.08,0.988562297,0.963809535,0.950414526,0.942897561,0.999023093,0.998271362,0.996124753,0.996612012,32124,11185390,0.001120657,-0.169456765,31670,18225135,0.015472056,-0.49026715,32047,17245137.5,0.003526071,-0.461300323,31812,13991799.17,0.010939268,-0.336043214,29721,13730697.5,0.082063188,-0.323417474,0.002517306,0,-0.01119403,0.011957206,-0.113342878
198,198,20161025,32000,32080,31840,31940,9866100,9.35,1.25,14.08,0.982832602,0.955651592,0.940604332,0.932349854,0.999520483,0.998616987,0.996491196,0.996888718,32156,11081710,-0.006717253,-0.109695164,31774,15369030,0.005224397,-0.358053176,32076,17012202.5,-0.00423993,-0.420057456,31834.33333,14035759.17,0.003319267,-0.297074003,29776.33333,13690802.92,0.072663973,-0.279362937,-0.004975124,0.004383219,-0.00313087,-0.006840796,0.062018633
199,199,20161026,31940,31980,31240,31340,10534000,9.35,1.25,14.08,0.983454102,0.952425917,0.935259395,0.92628544,0.999447869,0.998216824,0.996105158,0.99640403,31924,10099600,-0.018293447,0.043011604,31838,12513575,-0.015641686,-0.158194201,32074,17047182.5,-0.022884579,-0.382067975,31847.66667,14105741.67,-0.015940467,-0.253211901,29830,13643137.08,0.050620181,-0.227890189,0,0.020421187,-0.00319081,-0.018785222,0.067696456
200,200,20161027,31420,32340,31120,31460,14117000,9.35,1.25,14.08,1.005877978,0.97478825,0.955773657,0.94580004,0.999565446,0.998234713,0.996134764,0.996320161,31736,10856910,-0.008696748,0.300277888,31870,11738820,-0.012864763,0.202591061,32080,17317712.5,-0.019326683,-0.184823053,31869.66667,14182630,-0.012854438,-0.004627492,29883.83333,13702215.42,0.052743122,0.030271352,0.002552648,0.027972028,-0.010807374,0.003828973,0.3401367
201,201,20161028,31600,32280,31600,32280,10214200,9.35,1.25,14.08,0.996435553,0.965767325,0.944928233,0.934214442,0.998967475,0.997368564,0.995228911,0.995306372,31836,10804250,0.013946476,-0.054612768,31944,11344345,0.010518407,-0.099621882,32094,17258545,0.005795476,-0.408165636,31894.66667,14103106.67,0.012081435,-0.275748228,29942.66667,13721472.92,0.078060293,-0.255604696,0.004450095,0,-0.021065675,0.026064844,-0.276461004
202,202,20161031,32320,32780,32220,32780,12067200,9.35,1.25,14.08,0.979398572,0.946434642,0.923860514,0.912380576,0.999166493,0.997548754,0.995280124,0.995246069,31960,11359700,0.025657071,0.062281574,32042,11272545,0.02303227,0.070494729,32135,17273770,0.020071573,-0.301414804,31918.33333,14112303.33,0.026995979,-0.144916339,30000.83333,13699510,0.092636316,-0.119150977,0.001239157,0,-0.017083588,0.015489467,0.18141411
203,203,20161101,32600,33040,32240,33040,10347400,9.35,1.25,14.08,0.986328902,0.953307158,0.92807945,0.915592801,0.999438085,0.997681651,0.995332101,0.995189878,32180,11455960,0.026724674,-0.096767098,32168,11268835,0.027107685,-0.081768435,32173,17138485,0.026948062,-0.396247685,31953,14146163.33,0.034018715,-0.268536652,30059.66667,13655365.83,0.099147252,-0.242246592,-0.005491153,0,-0.024213075,0.007931666,-0.142518563
204,204,20161102,32800,33040,32620,32860,10099250,9.35,1.25,14.08,0.963266007,0.927987056,0.900022712,0.886907979,1.000135968,0.99838933,0.995991271,0.995756442,32484,11369010,0.011574929,-0.111686066,32204,10734305,0.02037014,-0.059161259,32197,17019925,0.020591981,-0.406621945,31995,14189402.5,0.027035474,-0.288254033,30117.5,13668196.67,0.091060015,-0.261113207,-0.007263923,0.005477785,-0.007303713,-0.005447942,-0.02398187
205,205,20161103,32600,32800,32120,32320,10341850,9.35,1.25,14.08,0.981549774,0.939350803,0.9079191,0.893683039,1.000997054,0.999384632,0.996998967,0.996681789,32656,10613980,-0.010289074,-0.025638827,32196,10735445,0.00385141,-0.036663129,32122,16059110,0.006164,-0.356013503,32028,14244934.17,0.009117023,-0.273998049,30171.5,13680758.75,0.071209585,-0.244058741,-0.007912355,0.014851485,-0.006188119,-0.016433354,0.024021586
206,206,20161104,32100,32680,32100,32540,7103850,9.35,1.25,14.08,0.992257798,0.945366195,0.911081711,0.895929694,1.000525615,0.999232961,0.996848122,0.996430896,32708,9991910,-0.005136358,-0.289039833,32272,10398080,0.008304412,-0.316811373,32043,15111775,0.015510408,-0.529912932,32050,14247350.83,0.015288612,-0.501391516,30229.16667,13676498.33,0.076443832,-0.480579763,-0.006806931,0.004302397,-0.013521819,0.006806931,-0.313096786
207,207,20161107,32940,33000,32680,32800,7661900,9.35,1.25,14.08,1.011520356,0.96686589,0.929727352,0.913495267,1.000235573,0.999262287,0.996871092,0.996363125,32712,9110850,0.002690144,-0.159035655,32336,10235275,0.014349332,-0.251422165,32003,14230205,0.024903915,-0.461574868,32073.66667,14189630,0.022645784,-0.460035251,30293.66667,13637973.33,0.082734565,-0.438193651,0.012292563,0.006097561,-0.003658537,0.007990166,0.078555994
208,208,20161108,32980,32980,32700,32880,5417450,9.35,1.25,14.08,1.015527647,0.973518686,0.934527386,0.917328406,1.000199279,0.999545126,0.997194394,0.996608999,32680,8124860,0.006119951,-0.333225434,32430,9790410,0.013876041,-0.446657494,32102,12579720,0.02423525,-0.56935051,32099.33333,14129534.17,0.024320339,-0.616586794,30359.66667,13585450.83,0.083015843,-0.601231489,0.005487805,0.003041363,-0.005474453,0.002439024,-0.292936478
209,209,20161109,32920,33140,31820,31920,15683600,9.35,1.25,14.08,0.977759366,0.940534771,0.900341283,0.882435686,1.000769684,1.000454876,0.998198901,0.997522065,32492,9241730,-0.017604333,0.697041571,32488,10305370,-0.017483378,0.521886162,32163,11409472.5,-0.007555265,0.374612192,32117.66667,14185255,-0.006154453,0.105626934,30415,13639617.92,0.049482163,0.149856257,0.001216545,0.038220551,-0.003132832,-0.02919708,1.895015182
210,210,20161110,32600,33000,32360,32980,11795350,9.35,1.25,14.08,1.011687723,0.980437012,0.937483749,0.917680328,0.998514412,0.998042034,0.995716813,0.994933044,32624,9532430,0.010912212,0.237391725,32640,10073205,0.010416667,0.170962966,32255,10906012.5,0.022477135,0.081545615,32147.66667,14206284.17,0.025890941,-0.169708992,30478.5,13661499.17,0.082074249,-0.136599149,0.021303258,0.000606428,-0.018799272,0.03320802,-0.247918208
211,211,20161111,31700,32360,31700,31960,12836800,9.35,1.25,14.08,1.005897381,0.981651576,0.937425591,0.91635382,0.997960756,0.997203826,0.99479609,0.993875718,32508,10679020,-0.016857389,0.202057867,32608,10335465,-0.019872424,0.242014752,32276,10839905,-0.009790556,0.18421702,32165.33333,14245650,-0.006383684,-0.098896856,30533.16667,13685035.42,0.046730604,-0.061982698,-0.038811401,0.012515645,-0.008135169,-0.030927835,0.088293268
212,212,20161114,31900,31920,31040,31060,15133300,9.35,1.25,14.08,1.005135436,0.983606272,0.938260794,0.916097704,0.995607946,0.994024888,0.99144913,0.990375921,32160,12173300,-0.03420398,0.243155102,32436,10642075,-0.042422,0.42202531,32239,10957310,-0.036570613,0.381114525,32160.33333,14317153.33,-0.03421399,0.057004814,30580.5,13744808.33,0.015679927,0.101019355,-0.001877347,0.027688345,-0.000643915,-0.0281602,0.178899726
213,213,20161115,31060,31620,30780,30780,13665700,9.35,1.25,14.08,1.001177228,0.980917982,0.934314632,0.911317955,0.996592458,0.994079032,0.991313858,0.990080017,31740,13822950,-0.030245747,-0.011376009,32210,10973905,-0.04439615,0.245290532,32189,11121370,-0.043772717,0.228778469,32151.33333,14420807.5,-0.042652456,-0.052362359,30622.66667,13791084.58,0.005137806,-0.009091713,0,0.027290448,0,-0.00901481,-0.096978187
214,214,20161116,30800,31280,30800,31160,13308200,9.35,1.25,14.08,1.008850756,1.000096404,0.951710861,0.927351254,0.996266958,0.992323144,0.989272782,0.987872039,31588,13347870,-0.013549449,-0.00297201,32040,11294800,-0.027465668,0.178259022,32122,11014552.5,-0.029948322,0.20823792,32124,14337160,-0.030008716,-0.071768746,30670.5,13815031.25,0.015959962,-0.036686942,0.000649773,0.003851091,-0.011553273,0.012345679,-0.026160387
215,215,20161117,31100,31520,30900,31360,7870550,9.35,1.25,14.08,1.007271828,1.002213553,0.953253015,0.927951107,0.997848109,0.992949951,0.989671609,0.988099273,31264,12562910,0.003070624,-0.373509004,31944,11047670,-0.018281993,-0.287582812,32070,10891557.5,-0.022139071,-0.277371487,32088.33333,14188250,-0.022697761,-0.445276902,30716,13781762.92,0.020966272,-0.428915586,-0.001925546,0.005102041,-0.014668367,0.006418485,-0.40859395
216,216,20161118,31640,31760,31400,31720,9460750,9.35,1.25,14.08,0.995758575,0.992736871,0.943485351,0.917629681,0.99889529,0.993232294,0.989701353,0.987967582,31216,11887700,0.016145566,-0.204156397,31862,11283360,-0.00445672,-0.161530785,32067,10840720,-0.010821093,-0.127295051,32062,14135725.83,-0.010666833,-0.330720607,30764.33333,13755155.42,0.031064111,-0.312203337,0.008928571,0.001261034,-0.010088272,0.011479592,0.20204433
217,217,20161121,31300,32120,31300,31860,8180200,9.35,1.25,14.08,0.981963585,0.978261161,0.928697227,0.902374133,0.99930572,0.993526501,0.989793518,0.98787656,31376,10497080,0.015425803,-0.220716618,31768,11335190,0.002895996,-0.278335873,32052,10785232.5,-0.005990266,-0.241536981,32030.66667,14079634.17,-0.005328227,-0.419004791,30816.16667,13708785.83,0.033872913,-0.403287782,-0.013240858,0.008160703,-0.017576899,0.004413619,-0.135353962
218,218,20161122,32140,32900,32000,32800,9751100,9.35,1.25,14.08,0.986362667,0.982846756,0.932671428,0.905370811,0.999643523,0.99380039,0.989831521,0.987738133,31780,9714160,0.032095658,0.003802696,31760,11768555,0.032745592,-0.171427588,32095,10779482.5,0.021966038,-0.095401843,32026.33333,13976510,0.024157204,-0.302322254,30876.16667,13704083.75,0.062308037,-0.288452977,0.008788449,0.00304878,-0.024390244,0.02950408,0.19203687
219,219,20161123,33220,33220,32520,32980,12668600,9.35,1.25,14.08,0.978187149,0.968775286,0.918669404,0.890959937,0.999414905,0.993888206,0.989692215,0.987421263,32144,9586240,0.026007964,0.321540041,31866,11467055,0.03495889,0.104782353,32177,10886212.5,0.024955714,0.163728891,32029.66667,13951423.33,0.02967041,-0.09194928,30935.66667,13288591.25,0.066083377,-0.046655905,0.012804878,0.007277138,-0.013947847,0.005487805,0.299197014
220,220,20161124,32980,33040,32660,33000,7757150,9.35,1.25,14.08,0.976916035,0.960780923,0.909012626,0.880790397,0.998929963,0.993559714,0.989113488,0.986674586,32472,9563560,0.016260163,-0.188884683,31868,11063235,0.035521526,-0.298835286,32254,10568220,0.023128914,-0.265992759,32042.33333,13879742.5,0.029887545,-0.441117153,30988.5,13157367.5,0.064911177,-0.410432976,0,0.001212121,-0.01030303,0.000606428,-0.387686879
221,221,20161125,32820,33040,32660,33000,6276900,9.35,1.25,14.08,0.992782728,0.972500702,0.918486426,0.88961244,0.998902054,0.993611038,0.988936831,0.986336889,32728,8926790,0.008310926,-0.296846907,31972,10407245,0.032153134,-0.396872083,32290,10371355,0.021988232,-0.394784963,32045.66667,13835595,0.029780418,-0.546322366,31036,13011283.75,0.063281351,-0.51758027,-0.005454545,0.001212121,-0.01030303,0,-0.19082395
222,222,20161128,33000,33620,32800,33540,13294050,9.35,1.25,14.08,0.990215542,0.967229486,0.912900733,0.883701894,1.00006406,0.995021705,0.990157023,0.987397758,33064,9949560,0.014396322,0.336144513,32220,10223320,0.040968343,0.300365243,32328,10432697.5,0.03749072,0.274267753,32056.33333,13926335.83,0.046283106,-0.045402168,31086,12979849.17,0.078942289,0.024206817,0,0.002385212,-0.022063208,0.016363636,1.117932419
223,223,20161129,33800,33960,33380,33540,18081300,9.35,1.25,14.08,1.000157735,0.974563779,0.919144102,0.889402513,1.001024909,0.996424749,0.991393243,0.988500701,33212,11615600,0.009875948,0.556639347,32496,10664880,0.032127031,0.695405855,32353,10819392.5,0.036689024,0.671193646,32075.33333,13885487.5,0.045663334,0.302172502,31132.5,12937675.42,0.077330764,0.397569456,0.007751938,0.012522361,-0.004770423,0,0.360104708
224,224,20161130,33540,34940,33540,34920,28535200,9.35,1.25,14.08,1.00162984,0.975422556,0.920985215,0.890656899,1.001043039,0.997026962,0.991799966,0.988754399,33600,14788920,0.039285714,0.929498571,32872,12187580,0.062302263,1.341334375,32456,11741190,0.075918166,1.430349905,32128.33333,14047905,0.086891114,1.031277973,31189.16667,13018734.58,0.119619526,1.191856652,0,0.000572738,-0.0395189,0.041144902,0.578160862
225,225,20161201,34800,35060,34660,34980,15535350,9.35,1.25,14.08,0.997430184,0.973009337,0.919460045,0.888510701,0.999789585,0.99640997,0.990904131,0.9877129,33996,16344560,0.028944582,-0.049509439,33234,12954060,0.052536559,0.199264941,32589,12000865,0.073368314,0.294519187,32179,14170944.17,0.087044346,0.096281929,31242.33333,12933456.25,0.119634684,0.20117544,-0.003436426,0.002287021,-0.009148085,0.001718213,-0.455572416
226,226,20161202,34480,34760,34140,34540,15352950,9.35,1.25,14.08,0.989156408,0.963244399,0.910615851,0.879174142,0.999624992,0.996962316,0.991193622,0.987851092,34304,18159770,0.006879664,-0.15456253,33516,13543280,0.030552572,0.13362125,32689,12413320,0.056624553,0.236812553,32219.33333,14287096.67,0.072027147,0.074602514,31295.83333,12940697.08,0.103661297,0.186408267,-0.014293882,0.006369427,-0.011580776,-0.012578616,-0.011740965
227,227,20161205,34340,34680,34220,34360,8484600,9.35,1.25,14.08,0.975480695,0.9478448,0.895007899,0.863075925,1.000118888,0.998072031,0.992077412,0.988573536,34468,17197880,-0.003133341,-0.506648494,33766,13573720,0.01759166,-0.374924486,32767,12454455,0.048615986,-0.318749797,32244.33333,14300837.5,0.065613596,-0.406706076,31353.66667,12884332.92,0.095884586,-0.341479295,-0.005790388,0.009313155,-0.004074505,-0.005211349,-0.447363536
228,228,20161206,34440,35200,34400,34960,14001800,9.35,1.25,14.08,0.990996047,0.961506621,0.906846742,0.873644369,1.000978393,0.999509239,0.993260011,0.989650646,34752,16381980,0.005985267,-0.145292571,33982,13998790,0.028779942,0.000215019,32871,12883672.5,0.063551459,0.086786396,32286.66667,14374336.67,0.082799917,-0.02591679,31415,12898739.17,0.112844183,0.08551695,0.002328289,0.006864989,-0.016018307,0.017462165,0.650260472
229,229,20161207,35040,35480,35040,35440,9603650,9.35,1.25,14.08,0.992121661,0.958508096,0.904522405,0.870657876,0.997025716,0.995431495,0.988768634,0.985022065,34856,12595670,0.016754648,-0.237543537,34228,13692295,0.035409606,-0.298609181,33047,12579675,0.072412019,-0.236574077,32331,14333216.67,0.096161579,-0.329972453,31474.83333,12850982.5,0.125978957,-0.25269138,0.00228833,0.001128668,-0.011286682,0.013729977,-0.314113185
230,230,20161208,35980,36020,35520,35800,16462550,9.35,1.25,14.08,1.005766707,0.971722766,0.915978138,0.880894675,0.997646563,0.996016209,0.989019967,0.985146023,35020,12781110,0.022272987,0.28803758,34508,14562835,0.037440593,0.130449531,33188,12813035,0.078703146,0.284828302,32402.66667,14386619.17,0.104847338,0.144295947,31538.33333,12866324.17,0.135126566,0.279506857,0.01523702,0.006145251,-0.007821229,0.010158014,0.714197206
231,231,20161209,35900,35900,35400,35600,10652450,9.35,1.25,14.08,1.01983209,0.990161655,0.932649194,0.896506961,0.998277331,0.996546914,0.989248223,0.985267784,35232,11841010,0.01044505,-0.100376573,34768,15000390,0.023930051,-0.28985513,33370,12703817.5,0.066826491,-0.161476462,32507.66667,14122504.17,0.095126278,-0.245710968,31597.33333,12818263.75,0.126677357,-0.168963113,0.002793296,0.008426966,-0.005617978,-0.005586592,-0.352928313
232,232,20161212,34660,35360,34660,35040,11414450,9.35,1.25,14.08,1.024976921,1.006226798,0.947762901,0.91065814,0.998743603,0.99655021,0.989125268,0.985023328,35368,12426980,-0.00927392,-0.081478364,34918,14812430,0.0034939,-0.229400578,33569,12517875,0.043820191,-0.088147948,32582.66667,13900790.83,0.075418423,-0.178863265,31650.83333,12800752.5,0.107079856,-0.108298516,-0.026404494,0.00913242,-0.010844749,-0.015730337,0.07153284
233,233,20161213,34620,35440,34620,35320,11684450,9.35,1.25,14.08,1.028196395,1.02013089,0.961750261,0.923653649,1.000146871,0.997336287,0.989816127,0.985587741,35440,11963510,-0.003386005,-0.02332593,35096,14172745,0.006382494,-0.175569024,33796,12418812.5,0.045094094,-0.059133069,32652,13722062.5,0.081710156,-0.148491708,31703.83333,12814618.33,0.114060865,-0.088193679,-0.011986301,0.003397508,-0.0198188,0.007990868,0.023654228
234,234,20161214,35560,35680,35280,35540,7455100,9.35,1.25,14.08,1.018877988,1.023747037,0.965493239,0.926623062,1.001963465,0.999723075,0.992287859,0.987947874,35460,11533800,0.002256063,-0.3536302,35158,12064735,0.010865237,-0.382075114,34015,12126157.5,0.044833162,-0.385205082,32716,13630961.67,0.086318621,-0.453076006,31759.16667,12802175.42,0.119046994,-0.417669282,0.006795017,0.003939223,-0.007315701,0.006228766,-0.361963978
235,235,20161215,34820,35500,34820,35180,5773550,9.35,1.25,14.08,1.020203167,1.037973374,0.979809685,0.939636207,0.999981652,0.998045113,0.990662926,0.986210768,35336,9396000,-0.004414761,-0.385531077,35178,11088555,5.69E-05,-0.479323501,34206,12021307.5,0.028474537,-0.519723624,32771.66667,13552036.67,0.073488277,-0.573971784,31814,12756485.83,0.105802477,-0.547402782,-0.020258863,0.009096077,-0.010233087,-0.010129432,-0.225557001
236,236,20161216,35300,36020,35200,35860,11747700,9.35,1.25,14.08,1.013380793,1.040273682,0.983765502,0.942160047,1.000761209,0.99927655,0.991993988,0.987427165,35388,9615050,0.013337855,0.221803319,35310,10728030,0.015576324,0.095047273,34413,12135655,0.042048063,-0.031968196,32830,13557332.5,0.092293634,-0.133479982,31879.5,12683111.67,0.124860804,-0.073752537,0.003411029,0.004461796,-0.018404908,0.019329164,1.034744655
237,237,20161219,35620,36380,35620,35900,5435800,9.35,1.25,14.08,1.008038173,1.040258545,0.98656819,0.943506947,1.00022003,0.999226081,0.992048157,0.987383186,35560,8419320,0.009561305,-0.354365911,35464,10423150,0.012294157,-0.478487789,34615,11998435,0.037122635,-0.546957582,32904.66667,13342935,0.091030654,-0.592608373,31945.66667,12629751.67,0.12378309,-0.569603572,-0.006692694,0.013370474,-0.007799443,0.001115449,-0.53728815
238,238,20161220,35920,36400,35840,36240,7615200,9.35,1.25,14.08,0.998071645,1.031649437,0.980776661,0.936753682,0.999624184,0.998955748,0.991877227,0.987111417,35744,7605470,0.013876455,0.001279342,35592,9784490,0.018206339,-0.221707008,34787,11891640,0.041768477,-0.359617345,32986,13227775,0.098647911,-0.424302273,32014.5,12603887.08,0.131987068,-0.395805441,0.000557103,0.004415011,-0.011037528,0.009470752,0.400934545
239,239,20161221,36360,36600,36020,36100,6552100,9.35,1.25,14.08,0.997121289,1.031139377,0.98359692,0.938331274,1.00026587,0.999512176,0.99256219,0.987696977,35856,7424870,0.006804998,-0.117546839,35658,9479335,0.012395535,-0.308801725,34943,11585815,0.033111067,-0.43447224,33064.66667,13173070,0.091799907,-0.502614045,32082.66667,12570762.5,0.125218186,-0.478782612,0.003311258,0.013850416,-0.002216066,-0.003863135,-0.139602374
240,240,20161222,36260,36300,35980,36180,6354600,9.35,1.25,14.08,0.994269368,1.024650974,0.981145568,0.934935048,1.001172945,1.000872574,0.994137059,0.989181744,36056,7541080,0.003439095,-0.157335554,35696,8468540,0.013558942,-0.249622721,35102,11515687.5,0.030710501,-0.448178843,33145.33333,13133873.33,0.091556378,-0.516167102,32146.66667,12509786.67,0.125466611,-0.492029707,0.004432133,0.00331675,-0.005527916,0.002216066,-0.030143008
241,241,20161223,36020,36080,35600,35640,8334850,9.35,1.25,14.08,1.001188985,1.029128622,0.989070879,0.941501806,1.000375668,1.000183217,0.993680659,0.988637341,36012,6858510,-0.01032989,0.215256667,35700,8236780,-0.001680672,0.011906352,35234,11618585,0.011522961,-0.28262779,33206,13082828.33,0.073300006,-0.362916811,32199.33333,12459297.08,0.106855214,-0.33103369,-0.004422333,0.012345679,-0.001122334,-0.014925373,0.31162465
242,242,20161226,35600,36000,35560,35960,4823600,9.35,1.25,14.08,0.996223402,1.019634847,0.983473375,0.935393136,1.000705335,1.000794718,0.99451965,0.989360678,36024,6736070,-0.001776593,-0.283914805,35792,7577695,0.004693786,-0.363447592,35355,11195062.5,0.017112148,-0.569131481,33272.66667,12967176.67,0.080766996,-0.628014631,32254.66667,12432868.75,0.114877434,-0.612028399,-0.001122334,0.001112347,-0.011123471,0.008978676,-0.421273328
243,243,20161227,35980,36200,35860,35980,4653450,9.35,1.25,14.08,1.001311608,1.023080458,0.990402637,0.941176116,1.000027473,1.000469543,0.994346853,0.989093478,35972,6143720,0.000222395,-0.242568021,35858,6874595,0.003402309,-0.32309467,35477,10523670,0.0141782,-0.557811106,33334.33333,12827182.5,0.079367619,-0.637219631,32309.66667,12406061.25,0.113598613,-0.624905125,0.000556174,0.006114508,-0.003335186,0.000556174,-0.035274484
244,244,20161228,35840,35980,35600,35760,6662900,9.35,1.25,14.08,1.012872674,1.035120399,1.006203351,0.955412486,1.00095198,1.001871351,0.995916756,0.990577735,35904,6165880,-0.004010695,0.080608121,35880,6795375,-0.003344482,-0.019494877,35519,9430055,0.006785101,-0.293439964,33390.66667,12730390,0.070957952,-0.476614621,32370.83333,12322009.17,0.104698159,-0.459268378,-0.003891051,0.006152125,-0.004474273,-0.006114508,0.431819403
245,245,20161229,35420,36040,35400,36040,7516450,9.35,1.25,14.08,1.014524426,1.038779872,1.014326689,0.962552049,1.001034117,1.002146114,0.996424586,0.991024218,35876,6398250,0.004571301,0.174766538,35966,6969665,0.002057499,0.078452121,35572,9029110,0.013156415,-0.167531462,33427.66667,12363028.33,0.078148839,-0.392021939,32429.5,12288852.92,0.111333816,-0.388352188,-0.00950783,0,-0.017758047,0.007829978,0.128104879
246,246,20170102,35980,36240,35880,36100,4650600,9.35,1.25,14.08,1.011493783,1.035906102,1.016484087,0.964208405,1.000292764,1.001667384,0.996171026,0.990699123,35968,5661400,0.003669929,-0.17854241,35990,6259955,0.003056405,-0.257087311,35650,8493992.5,0.012622721,-0.452483623,33460.66667,12006362.5,0.078878683,-0.612655373,32487,12215123.33,0.111213716,-0.619275232,-0.001664817,0.003878116,-0.006094183,0.001664817,-0.381277066
